,clean2,sentiment,followers_count,in_reply_to_screen_name,favorited,friends_count
1853,cc stop spamming us httpstco87lwqji1lu,-1.0,1084,,0,667
1854, very poor upload speed with jio i am getting 597 upload while has poor upload speed eve httpstcoukhkfybuyg,-1.0,54,Airtel_Presence,0,120
1855,thanks after multiple visits they finally agreed to do adhaar linking on thursday with parents adhaar,0.0,90,Airtel_Presence,0,547
1856,but my postpaid connection still not activated may i know when it will get active do not advise me to restart my phone2n,-1.0,537,Airtel_Presence,0,203
1857,look i have already checked it and would like to let you know that i have been informed with same information many times,0.0,8,Airtel_Presence,0,17
1858,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,-1.0,248,,0,787
1859,plz check all the tweets posted to you since 7th of jully,0.0,2,Airtel_Presence,0,12
1860,rt so keeps me on hold for 15m and the executives have no clue about my problem is this,0.0,18,,0,37
1861,too shameless internet speed in it capital of india bangalore shameless service team and and mana httpstco8z0noejw1e,-1.0,2,Airtel_Presence,0,2
1862,please put an advisory in your customer care center saying screaming customers can cause headache,0.0,73,Airtel_Presence,0,153
1863,thank you  wat a service  ppl can provide free thing but not quality but your great edu00a0u00bdedu00b9u008fedu00a0u00bdedu00b9u008fedu00a0u00bdedu00b9u008fedu00a0u00bdedu00b9u,-1.0,63,airtelindia,0,88
1864, @ airtelindia payments bank launches upi enabled payments httpstcoc8qhxfpll3,1.0,27747,,0,27
1865,rt dear sir i have made number of complaints to as my outgoing calls are,0.0,30,,0,162
1866,damage sim replaced 4hrs over and still your bad support center know nothing asking more hrs,0.0,64,airtelindia,0,329
1867,for the last 5 days i am getting the same reply from your end with no resolution,-1.0,55,Airtel_Presence,0,60
1868,i want to close my postpaid connection please suggest how,0.0,10,airtelindia,0,47
1869,and listen i do not need your help anymore you cannot change anything but mnp can so better ,0.0,54,Airtel_Presence,0,92
1870,such a sily reply for a metro city,-1.0,4,Prince_Khatter_,0,18
1871,my problem solve now m happy with airtel thank you,1.0,13,Airtel_Presence,0,68
1872,should i have to file fir for this or it will be taken care almost more then 3 days no reply or u httpstcoliuulru1fk,-1.0,1682,Airtel_Presence,0,3406
1873,i had paid my electric bill of 1210 from my airtel but did not get anycash back as per you i will get u20b975 cash back 9958816403,0.0,2,airtelindia,0,104
1874,i hv 2723 rs in my airtel wallet but my ac is bloked no help on cc phone cannot pay my phone bills kindly address this asap,-1.0,102,airtelindia,0,192
1875,rt  please stop sending me this my head hurts already today and i have the same message coming the,-1.0,1447,,0,252
1876,what is the use of my main account balance if i will not be able to activate any pack using thatpathetic service,0.0,76,airtelindia,0,193
1877,you do not seem to get my question i am outside india i use my airtel sim in singapore is there httpstcop6chjqzh5v,0.0,7348,Airtel_Presence,0,357
1878,i will chang airtelif nt correctd tday,0.0,37,bishtsanjay54,0,147
1879,bad in evry corner f hyderabad i stay at ark towers in miyapur bachupally road pin 500049 broadb httpstcovbijmgrkkz,0.0,49,rahulsharan1984,0,206
1880,my home wifi again disconnected i made adv payment for 4 mnt to your mumbai sales guy whose data entry error caused issues,-1.0,28,Airtel_Presence,0,272
1881,rt awaiting for your response in chatbot,-1.0,54,,0,575
1882,see how videos on fb play i hv 4glte connection open network shows grt signal stren httpstcolharck32tz,0.0,62,Airtel_Presence,0,172
1883,sir my problem is still pending and your dept hv closed the request no att httpstco9mfurlatbr,0.0,75,Airtel_Presence,0,296
1884,what is up with cellular network it been out of service for over 4 hours now,-1.0,829,,0,619
1885,number is 9791497429,0.0,330,Airtel_Presence,0,1370
1886,lmaooooo hell no,0.0,749,rxk9784,0,2536
1887,9632251380 alt no 7022168038 add cross16th main btm stage 1 bangalore karnataka 560 httpstcokqjbra8rlr,0.0,8,Airtel_Presence,0,323
1888,in my airtel app,0.0,35,rahul_bvp,0,354
1889,hello kindly assist with stated issue thank you  ^ osebi,0.0,152533,imarunksingh,0,15818
1890,worst service ever now am switching to voda or other company their airtel stores are not helpful pathetic service httpstcox70vgb9aac,-1.0,16,,0,152
1891,would you please activate international roaming on my no 9840264267,1.0,112,airtelindia,0,546
1892,then its really good,0.0,211,DeepakV85137151,0,198
1893,22 address banaras hindu university lanka varanasi pin 221005 indore and outdoor both placesignal 12 bar,0.0,1,m_RajatSingh,0,7
1894,the worst service provider ever you guys never care about customer satisfaction i have been trying to contact you guys for,-1.0,3,Airtel_Presence,0,37
1895,its showing me no internet connection i cant find any data balance,0.0,322,Airtel_Presence,0,80
1896,rt you cant trust telecom industry when you r on wheel most pathetic service,-1.0,195,,0,97
1897,exactly and more than the cost it is about the s httpstcoccuabccryj,0.0,597,AnandBhate,0,435
1898,your opn netwrk shws excellent signal strngthbt facing huge issue wid net connectivity nd call dropann httpstcogt6vsfsb06,-1.0,82,airtelindia,0,412
1899,pathetic network no solution after multiple complaints of 3 years old customer done with you porting out,-1.0,36,,0,77
1900,it is better you provide only 2g network even your 4g is no better than 2g,-1.0,11,Airtel_Presence,0,71
1901,to weed out fake sim and on orders of supreme court govt has iss httpstcoerk6duo45i,-1.0,1500,slylenser,0,892
1902,there are hardly any airtel signals catching in my  ( residential area in karol bagh  ( a prime locat httpstcomkg4jpcpc7,-1.0,0,Airtel_Presence,0,13
1903,rt  @ airtelindia offers 60 gb free data on downloading airtel tv app httpstcoi7hpfjcgup httpstcontw27tmkna,1.0,93,,0,166
1904,need quick assistance regarding a recharge done through myairtel app,0.0,188,Airtel_Presence,0,452
1905,my bad  gave good comment see your 40mbps speedonly speedtest in ookla shows 40mbps  bu httpstcoss5tgvgea0,-1.0,12,Airtel_Presence,0,33
1906,recruit more people to airtel payment customer support to take call since 2 hours no one taking call,0.0,3,Airtel_Presence,0,5
1907,rt india post payment bank to work bottom up unlike private rivals h,0.0,186,,0,207
1908,following up for gstin updation from last 3 months with airtel sent mail evry day but thr is no respns poor service,-1.0,3,Airtel_Presence,0,18
1909,airtel sends these msgs but their 4g never works 3g only 32bars 3yrs since i have c httpstcojushkquhaf,-1.0,26,Airtel_Presence,0,456
1910,have not heard back no call back nothing it is more than a week,0.0,8,Airtel_Presence,0,33
1911,will you pls solve the network issue have complained so many times but no action has been taken from your side as yet,-1.0,89,airtelindia,0,119
1912,rt no coverage in 11th avenue gaur city noida extension poor show,0.0,876,,0,191
1913,srikanth balachandran global chro believes that cfos should have intellectual rationale for change to attain height,1.0,9562,,0,875
1914,there is no improvement after too much complaintedu00a0u00bdedu00b8u0094edu00a0u00bdedu00b8u0094,0.0,14,MIRZAFARAN,0,32
1915,thank you i have received my money back to wallet i had confirmed the same on call to your rep,1.0,86,Airtel_Presence,0,497
1916,i have decided that after 9 years of it is time to say goodbye i was ok them chargi httpstcohkwrfdnjst,-1.0,173,AbhimanyuNandy,0,275
1917,gentle reminder,0.0,26,Airtel_Presence,0,123
1918,airtel will not do any thing for customers why you not want to solve my issue,0.0,155,Airtel_Presence,0,954
1919,cheated me for d2h connection given me wrong info by httpstcorcb9ielqb0 91 90301 16046 is the mob no,-1.0,0,Airtel_Presence,0,3
1920,problem frequency been consistently poor which i am fed of,0.0,24,Airtel_Presence,0,49
1921,why there is option to pay vodafone postpaid bills in my airtel app i am unable transfer my money to my bank acc also,0.0,17,airtelindia,0,96
1922,rt so as i tweeted earlier that this is a big i was not wrongnobody calls mei,0.0,75548,,0,23421
1923,they asked me to wait for 24 hours and get the recharge done but when i got the rech httpstco5hdmizsmch,0.0,77,nehasinghal24,0,817
1924, he asked the issue first then asked my credentials  is that the way now zest of the conversation he cannot help me rather,0.0,8,airtelindia,0,25
1925,sure will dm you,0.0,646,Airtel_Presence,0,987
1926,they do not cheat like you guys giving only 600mb instead of 1gb losers tum log nahi sudhroge chor ke bachce,-1.0,21,2_shashank,0,283
1927,your service customer care sucksfor my 650 infinity plan you hell charged 2085 this is how you serving9999809446 jio is better,-1.0,28,Airtel_Presence,0,80
1928,recording of the call for others to know how you troll people you cannot provide a broadband conne httpstcozoem1zskwb,-1.0,12,gauru199018,0,12
1929,means you want me to keep paying you money for the thing you do not have and you promised to serve me with that,0.0,50,Airtel_Presence,0,256
1930, i m not at all satisfied with the airtel broadband speed getting in my area can team look into the issue asap,-1.0,39,airtelindia,0,33
1931,httpstcoismreeppwo,0.0,316,digitalindialaw,0,0
1932,i need to file an complaint against one of your executive he is making fool of people i need cmpny t httpstcoi4qlg2mkkg,-1.0,24,shiningzstar,0,19
1933,rt abe pahle service to sahi de lo fir off dena,0.0,132,,0,608
1934,rt every goddamn thing about aadhaar is unethical httpstcolb,-1.0,941,,0,363
1935,dd is not showing national interest my foot,-1.0,16,Sleeping__Lion,0,325
1936,i was told that my bill would be rs 800 something it is still showing way too much i am not paying that bill,-1.0,5419,Airtel_Presence,0,1499
1937,any one please help how to close account and refund my money back,0.0,4,kannanm91,0,45
1938,provided all details let me know if you know further information,0.0,166,Airtel_Presence,0,900
1939,telecom companies like  & amp can do any magic edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082 httpstcoxzntwp4qjl,0.0,6457,,0,1742
1940,as simple it is if you want to fool your customers in the name of airtel secure and promise which httpstco6ip2dgghh5,-1.0,3,Airtel_Presence,0,35
1941,rt see what is happening,-1.0,12,,0,48
1942,as even is not helping resolve my case with regd 4 months ago i am now forced to disconnect my postpaid dongle,-1.0,277,,0,931
1943,hello please assist with the stated issue thank you  ^ anopo,0.0,152472,Vinitvatsal,0,15813
1944,airtel is the worst network ever no signal since yesterday,-1.0,41,Airtel_Presence,0,213
1945,please help me,0.0,1,Nitishkushavah,0,25
1946,my fathers mobile has been stolen plz block simprepaidbihar simholderjagat narayan singh9934939979plz confirm @ airtelpresence,0.0,10,,0,47
1947,hello kindly assist with stated issue thank you  ^ osebi,0.0,152532,airtel_care,0,15817
1948,sooo bad connectivity call drops are increasing by leaps and boundsrepenting on taking you as our corporate partner,-1.0,0,airtelindia,0,0
1949,keeps bombarding you with their nonstop smss and then sneak this in shit in the mi httpstcovaoqxzz6nr,-1.0,1632,ConfuseusSay,0,407
1950,i hv submited paper on 6 sept aftr technical survey  & amp you hav dump it in 10 days can you provid your co httpstcobvakjxzuso,-1.0,26,sinu_mishra,0,92
1951,no internet for 15 days provide me good bb plan i ll change my connection,1.0,51,ACTFibernet,0,47
1952, stop spamming and misleading your consumers on a sub judice matter proceeding is still httpstcosdxe0hqyx0,-1.0,1055,,0,131
1953,kindly contact me on my number,0.0,111,Airtel_Presence,0,320
1954,do something about your network it is getting worse day by day be it cellular or broadband,-1.0,76,airtelindia,0,237
1955,give some inputs,0.0,22,AyeshkantMishra,0,131
1956,it seems my repeated complains r falling to deaf years you have sold a dth which consumes one battery daily what nonsense,0.0,30,Airtel_Presence,0,91
1957,hi chortel b4 i portout wil you buy me datapak frm my own prepd bal as cnt httpstcobaa1zgniha,-1.0,41,ms_decoded,0,298
1958,tranasaction id 1041257558 my airtel mobile 7023822639 email transaction id 755572,0.0,7,Airtel_Presence,0,65
1959,thank you,1.0,2682,Airtel_Presence,0,1627
1960,why you charge when you not able to provide broadband service,-1.0,17,Airtel_Presence,0,28
1961,what is the helpline number for airtel dongle i am not getting option to connect when i am trying from my mobile,-1.0,16,Airtel_Presence,0,87
1962,my father using airtel post paid sim but there are giving double bills every month  (  there add in my bills other bills  waste,-1.0,44,airtelindia,0,123
1963,rt  @ airtelindia offers 60 gb free data on downloading airtel tv app httpstcoi7hpfjcgup httpstcontw27tmkna,1.0,100,,0,109
1964,have not yet received the refunded talktime let me know how long does it take,-1.0,25,Airtel_Presence,0,61
1965,where are your technical team working 6 days without network in my location and days counting on,-1.0,25,Airtel_Presence,0,146
1966,rt cannot believe they are taking so long to resolve this issue shame on them,-1.0,23741,,0,2395
1967,rt you idiots are recording my phone calls for last 10 years are you going to put that recording in your ass i wil,-1.0,55,,0,198
1968,it took over 24hrs to get this posted very slow indeed,0.0,184,sunnywilson93,0,98
1969,have dm you the details,0.0,592,Airtel_Presence,0,1476
1970,i have ported to from and idea has generated due amount as 1375 and good thing is my plan was of 299 only,0.0,33,,0,1126
1971,i have messaged you previously and you guys still asking me for details you guys better set up an httpstcoixacgmezy7,0.0,161,Airtel_Presence,0,121
1972,my plan is of 40 mbps speed getting 2 mbps httpstcoo79jen9big,-1.0,257,airtelindia,0,327
1973,how many times you are asking the same sent twice and you are asking third time pathetic,-1.0,8,Airtel_Presence,0,15
1974,rt so as i tweeted earlier that this is a big i was not wrongnobody calls mei,0.0,9337,,0,280
1975,pin 382424  zero signal bars pin 382213  3 signal bars,-1.0,558,Airtel_Presence,0,522
1976,i have got my stb damaged why m i being forced to upgrade to hd,0.0,4897,Airtel_Presence,0,770
1977,you customer is best not so network edu00a0u00beedu00b4u00a3 thank you for all support edu00a0u00bdedu00b1u008d,-1.0,17,airtelindia,0,68
1978,received call from shoaib akhtar and he promised me that he will call back  still waiting for your call back,0.0,49,Airtel_Presence,0,437
1979,cannot you get the details from my id,0.0,170,Airtel_Presence,0,503
1980,have 3 connection of airtel dth since last 7 years but this is worst expect i have faced,0.0,1272,nishantkumarj,0,2620
1981,reference no 78167518 has been registered on 28jul2017 145436 for your airtel mobile our net httpstcou2k3dvnbzg,0.0,18622,Airtel_Presence,0,19428
1982,very bad,-1.0,9,babitasinghtal,0,122
1983,dnd services on airtel nonfunctional please refer my dm,0.0,62178,Airtel_Presence,0,48487
1984,rt pay using the airtel payments bank online debit card  & amp avail a flat cashback of u20b925 on your first third and seven,1.0,1755,,0,4996
1985,rt,0.0,21,,0,0
1986,"rt no response even after 24 hours  airtel   ""  only for the sake of name  ""   you cant refund",-1.0,10,,0,123
1987,pl understand i need an assurance that i will not be harassed by airtel any longer and i will not be c httpstco3xesxfpjow,0.0,10,arunabha_m,0,13
1988,connect it request you to please share the app httpstcokf12q8volh,0.0,751,Panks_khurana,0,10
1989,how much time it will take to upgrade any timeline fixed  if so then we can wait till upgradation completed,0.0,60,Airtel_Presence,0,69
1990,plz accept this payment httpstcowz3o7kcfjk,0.0,1178,airtelindia,0,1629
1991,your colleagues at rs puram coimbatire branch saying that without handset aadhaar cannot be linked is it so,0.0,5350,Airtel_Presence,0,465
1992,i wrote my issue many times and despite your representative visiti the issue is unresol httpstcooc3ozqntef,0.0,14,Airtel_Presence,0,35
1993,why is your 349 plan 4g so slow  is it 3g or 4g ,0.0,348,Airtel_Presence,0,331
1994,rt disappointed with vodafone not letting me port out to airtel rejected my porting request customer care hassling to st,1.0,0,,0,114
1995,rt what is happening 1 simple wifi complaint takes 1 week to resolveits an open market remembr datu don,-1.0,135,,0,282
1996,i am getting abysmal speeds this happens every few days edu00a0u00bdedu00b8u00a1 httpstco5ixrtvzvm2,-1.0,102,Airtel_Presence,0,83
1997,probaly time comes for you to pack up worst nw,-1.0,163,Airtel_Presence,0,632
1998,rt rt if you think krk is biggest chutiya of universeedu00a0u00bdedu00b6u0095,0.0,103,,0,444
1999,trying airtel dth customer care from 12 pm to 7 pm still they are busy,0.0,21,Airtel_Presence,0,64
2000,this is pathetic terrible drop in 4g speeds in last 23 months literally crawling that too in banga httpstcop8ayj9eohp,-1.0,217,airtelindia,0,35
2001,i think you r biggest chutiya in india,-1.0,7,kamaalrkhan,0,106
2002, leaders in false billing,-1.0,43,airtelindia,0,216
2003,please add star sport requested at 2 pm still not added ,0.0,4,Airtel_Presence,0,23
2004,we are continuously facing problems with your dth can you please look into the issue or we will go jinga lala,-1.0,236,Airtel_Presence,0,154
2005,airtel service in titwala is worst we should move on the other service is good,0.0,5,Airtel_Presence,0,77
2006,this has been donei already deactivated it,-1.0,139,Airtel_Presence,0,90
2007,iphone 6,0.0,12,Airtel_Presence,0,112
2008,shameful airtel somebody must listen caz give a shit on these complaint httpstcojs5dd4nfdy,0.0,111,,0,41
2009,rt what happened to query no79260903 i am very upset with your poor internet performance pls help,-1.0,1830,,0,185
2010,if she gets one more such call i am planning to go to local airtel offi httpstconrpz96geev,-1.0,189,rudeindian,0,347
2011,nothing compared to you,0.0,28,kamaalrkhan,0,78
2012,where is rest money what badhai,0.0,30,PatriotPandit,0,161
2013,bloody theives balance is 132 monthly subscription 99  301  =  130 but 16 days left httpstcoezyekcib2g,0.0,12555,,0,768
2014,give 84 days,-1.0,38,Airtel_Presence,0,351
2015,even observed loads of call drops from full signal strength to nothing in matter of seconds but the httpstcovo1cxcpj18,-1.0,217,beyondthesoul,0,35
2016,internet and landline malfunctioning dming the number to call,0.0,555,Airtel_Presence,0,506
2017,request you to keep a check on the commitment made by your executives or review before making one,0.0,41,Airtel_Presence,0,179
2018,sir it httpstcotjpqmbg9y0,0.0,0,ManojVSSH,0,42
2019,unnecessary charges has been deducted without use mob no 9639000260,-1.0,7,Airtel_Presence,0,89
2020,thanks isshita i want to change the service provider from at the earliest would requ httpstcoictj1fhsjs,1.0,78,Airtel_Presence,0,72
2021,do not open a savings bank account with airtel they are making us hutiya,0.0,2,Airtel_Presence,0,21
2022,my fav service provider never ceases to amaze me with their coveragefast internet and now free dataedu00a0u00bdedu00b9u008fedu00a0u00bcedu00bfu00bbedu00a0u00bdedu00b9u008fedu00a0u00bce,1.0,98,airtelindia,0,88
2023,they responded to me in 3 months so i hope you are not joking as airtel presence team,-1.0,14,harvensraj,0,22
2024,rt hello kindly assist with stated issue thank you  ^ osebi,0.0,899,,0,5000
2025,ave better edu00a0u00bdedu00b8u008bedu00a0u00bdedu00b8u008b,0.0,169,urstrulysaddu,0,114
2026,lets see already made complaint 2 months back and got fake assurance of correction in 15 days fa httpstcorjqu1v0lah,-1.0,139,Airtel_Presence,0,30
2027,httpstcodmv3wkdgyq,0.0,99,draksbond,0,152
2028,not happy with the snail speed of broadband now i will get a call with the assurance of they will look after it # nohope,-1.0,28250,,0,995
2029,that was not a temporary issuethis is the permanent issue,-1.0,14,Airtel_Presence,0,24
2030,rahalthal mughal maidan mob no 9596637349 handset j7,0.0,14,DarAmin11,0,240
2031,well after 5 transactions i got my internet balance after 2 hours so thanks,1.0,282,Airtel_Presence,0,542
2032,me too edu00a0u00bdedu00b8u0082,0.0,242,richa_kk_lover,0,382
2033,rt currently it is a postpaid connection in idea it has to be ported to prepaid airtel connection,0.0,71,,0,98
2034,hi anshu please follow me edu00a0u00bdedu00b8u008d,0.0,2082,Airtel_Presence,0,168
2035,i want network i want network i want network i want network i want network i want network i want n httpstcoswsu7ybtpd,0.0,106,HospitalBaba,0,230
2036,why are we constantly getting these kind of speedhighly disappointed even network httpstcoxd0iwg7s1o,0.0,51,airtelindia,0,33
2037,can you tell me if i have data blnce left in my ac,0.0,322,Airtel_Presence,0,80
2038,no edu00a0u00bdedu00b3u00b6 in haridwarwhen asked the cc he said 4g upgradation going onis it its now 2 httpstcoxwt9xyiwc7,0.0,11,airtelindia,0,70
2039,hello please assist with the stated complaint thank you  ^ osebi,0.0,152534,harshhmittal,0,15820
2040,i have not received the refund for failed transaction on 6th september i m fed up of following up with httpstcoltfln0l47x,-1.0,50,airtelindia,0,333
2041,what is happening at times it says vodafone network is switched off facing this issue since 2 months what is the reason,0.0,1268,airtelindia,0,605
2042,my incoming is barred since thursday and these idiots have still not been able to resolvei m helpless,-1.0,25,kamaalrkhan,0,23
2043,rt you idiots are recording my phone calls for last 10 years are you going to put that recording in your ass i wil,-1.0,300,,0,1082
2044,rt i was in gujarat made me cry as calls were harder to connect 4g was reduced to 1g in,-1.0,186,,0,287
2045,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,0.0,579,,0,398
2046,also airtel tv,0.0,1602,NChandok,0,873
2047,trying hard to get addhar card linked with but everyday i am told that the server is down httpstcoycntcy0l4o,0.0,34,Airtel_Presence,0,40
2048,on 10th aug however till date payment not received on18th they generated bill an httpstcoemkcvqbhtv,0.0,128,iamankura,0,992
2049,"i complain server error  ""  mr shiva kanth  ""   said your money in airtel account is at risk because pinnacle software is hacked",-1.0,0,Airtel_Presence,0,0
2050,surethank you,0.0,868,Airtel_Presence,0,1267
2051,netvelocity test result should i port to httpstcosz7mpwpdbx,0.0,16,,0,110
2052, s customer executives are pathetic on twitter told them an issue in answer they told me my billing cycle wow,-1.0,195,,0,128
2053,mmt says they will take 4872 hours or earlier to revert amex httpstcoizcqqxo5bb,0.0,1383,vineetkaul,0,250
2054,still no updates from airtel  how much time it takes to check the httpstcoxepyrngvdi,0.0,67,Airtel_Presence,0,312
2055,your app is too goodi have recharged in payments bank for 1000but it is recharged in airtel m httpstco6tvgsw1suh,1.0,47,Airtel_Presence,0,138
2056,rt charges are invalid as i had not been communicated on the same was communicated that localstd ou,-1.0,46,,0,182
2057,you hav the worst customer care people sitting no manners and etiquette just one answer we cannot httpstcojcpbuptn0y,-1.0,17,Airtel_Presence,0,47
2058,ive issues with my wifi router need help to resolve it pls call me at 91 9620014500 landline edu00a0u00bdedu00b3u009e 04443325205,-1.0,54,Airtel_Presence,0,70
2059,soi again called for the statusur cm care promised me to give me a callback in half n hr at 9 am,-1.0,3,airtelindia,0,43
2060,your own service engineer says do not believe foolish customer care executives,0.0,12,SandipMuhuri,0,101
2061,kindly improve uour network availability inmajor cities  both voice and data networks are pathetic at bangalore,0.0,19,airtelindia,0,21
2062,hello for prompt response please contact this handle is for airtel n httpstcozjt1kbhxbz,-1.0,152525,vivekrocky32,0,15813
2063,no need you r too late and enough chance i hv given to you for many issues like network performance httpstcofj4rt23pwc,-1.0,25,Airtel_Presence,0,50
2064,rt that there was some imei error and it was wrong quote so they will again send for quo,0.0,146,,0,155
2065,the transaction was via app and airtel wallet balance is reduced but the transaction is not appearing in any statement,0.0,552,Airtel_Presence,0,1181
2066,i aldo expected good experience but now feeling sorry for choosing airtel,-1.0,121,Airtel_Presence,0,122
2067,dear you want customer satisfaction or you want money please clear i would like to leave airtel due to this,0.0,637,,0,2
2068,could you pls help me to get my no activated or do i need to go to consumer forum as i m not geting any revert from your end,0.0,19,Airtel_Presence,0,165
2069,never thought would go thru this over and above arrogant behaviour httpstco00zvwtjiz1,0.0,628,DrRakeshM,0,476
2070,vinod by when will you call ,0.0,425,VodafoneIN,0,740
2071,rt i received fakecall from airtel saying inr 260,-1.0,0,,0,42
2072,rt hey  why my outgoing calls barred i am now in sudan internl roaming i have intern,0.0,317,,0,222
2073,sorryedu00a0u00bdedu00b8u0090already checked everywhereno better offer thinking to port to they are of httpstcofnyyfss1rs,-1.0,115,Airtel_Presence,0,736
2074,what unadulterated rubbish is this  httpstcoeherdrcstb,-1.0,167,,0,216
2075,please make sure my services are not inturrpted till tomorrow evening,0.0,54,Airtel_Presence,0,395
2076,you are charging for the service which you have not provided its time you stop making fo httpstcoelrfnuiwv8,-1.0,6,pankjagat,0,23
2077,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,0.0,374,,0,450
2078,my internet is already working i think you dont know what is my complaint,0.0,1031,Airtel_Presence,0,2424
2079,thank you,1.0,5,Airtel_Presence,0,17
2080,transaction id 970245758 wallet no 9884727577,0.0,1,Airtel_Presence,0,32
2081,hey guys my airtel 4g sim is not working on my phone other sims are kindly help,-1.0,11843,Airtel_Presence,0,3549
2082,reference no 78167518 79566314 check bothedu00a0u00bdedu00b8u00a2edu00a0u00bdedu00b8u00a2edu00a0u00bdedu00b8u00a2,0.0,18619,Airtel_Presence,0,19433
2083,and now i am getting 0g on this 4g connection with 23gb data balance,-1.0,106,Airtel_Presence,0,642
2084,keep us informed and let us know once your httpstcozjrel2pajq,0.0,230,AgentAniesh,0,511
2085,case586063 it is been 2 mnths  & amp still you guys r troubling me  1st you askd aadhaar then savings acc opening card statemnt,-1.0,2,Airtel_Presence,0,49
2086,hello kindly assist with stated issue thank you  ^ osebi,1.0,152533,imarunksingh,0,15818
2087,check out my earlier tweets against you as well as your dm,0.0,280,Airtel_Presence,0,933
2088,i put my sim in other handset still same issueand when i put my friends sim in my handset his in httpstcokzwht6cvtp,-1.0,116,Airtel_Presence,0,427
2089,cannot even send a simple confirmation email if they cannot track a transaction how diffi httpstcoapj8h396mx,-1.0,8,Airtel_Presence,0,24
2090,are you ready for in a location where 3 outlet available in 3 kms radius,0.0,164,Airtel_Presence,0,659
2091,again activated in a matter of 2mins after deactivation httpstcotpiabgcl1s,0.0,250,harshhmittal,0,631
2092,i have diconnected this in 2015  & amp you r sending me bill now also not fair mobile999977 httpstcowf5aqkhwlv,0.0,11,,0,45
2093,i am not asking about refund i am asking about service if you do not have offers valid then why cheated while giving conncn,0.0,126,Airtel_Presence,0,90
2094,rt looks li,0.0,250,,0,163
2095,dear can you stop spamming me and can someone confirm this linking bit onc httpstcoyumhicwpd0,-1.0,4883,,0,242
2096,no other company has gone up my nerves as much as airtel has httpstcoquuvbvspeh,-1.0,17,Airtel_Presence,0,47
2097,sir please after 1 gb net pack consume than 2g speed providedthanks,0.0,48,Airtel_Presence,0,116
2098,again having the same problem why are you guys hell bent on deducting that 50 from the wallet balance,-1.0,0,CarbonStud,0,0
2099,rt  stop spamming and misleading your consumers on a sub judice matter proceeding is still,-1.0,1724,,0,1704
2100,guys need your help again i want to subscribe to all sports channels hd will you guys plz do that httpstcor97bb4eakj,1.0,381,Airtel_Presence,0,359
2101,thanks for quick update while two questions 1 is there any way to get an alert beforehand 2 httpstcosnwu2rpxms,1.0,1469,Airtel_Presence,0,297
2102,you know wat even open network do not work with out internet i do not have internet in my place  so its of no use to meedu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082,-1.0,206,Airtel_Presence,0,494
2103, can you ppl pls start providing what a subscriber is paying for rather than your rhetorics over media  sucking services,0.0,97,Airtel_Presence,0,122
2104,after over 24hoursi finally got a call and the guy will come to discuss tomorrow morningthanks for the effort,0.0,28,Airtel_Presence,0,138
2105,how is google pixel when compared to iphone range,0.0,11317,ujwaljha,0,478
2106,yes after 24 hours of no service  2 visit to airtel gallery  and calls to your customer service it httpstcoz96qaznfh4,-1.0,233,Airtel_Presence,0,622
2107,hi i am unable to pay the bill on your website or through paytm website is not recognizing the account details,0.0,73,chiragsingh,0,27
2108,repeated complaints nobody is listeningthis is how your network is talk about playing vids in httpstcodqxqxgcwen,-1.0,52,Airtel_Presence,0,263
2109,you are kindly requested to please allow us som httpstcop2llonlcbt,0.0,751,Panks_khurana,0,10
2110,both tower near my village but both 2g networks  now upgrading 3g4g networks httpstcoyhmx1yx2as,0.0,94,Airtel_Presence,0,327
2111,rt since linking his phone to sr says his gas subsidy without his consent is going to and he mu,0.0,1174,,0,1882
2112,matters are taken so seriously httpstco0uecugmcor,0.0,58,,0,24
2113,how would you rate your 4g network on which calls do not get connected in first attempt,0.0,77,yoursRitesh,0,262
2114,almost all over hyderabad especially at padmaraonagarsecundrabad and yousufguda hyderabad telangana,0.0,464,Airtel_Presence,0,453
2115,im unble to call customer care i have checked there is no call forw httpstcopgfdi2hdwm,0.0,89,Sandeep_072,0,193
2116,very poor services of airteledu00a0u00bdedu00b8u00ac no body is serious edu00a0u00bdedu00b8u00ac i want to call than shopping outgo httpstcobgpczpc1tr,-1.0,33419,taraspalmaan,0,761
2117,rt hey  why my outgoing calls barred i am now in sudan internl roaming i have intern,0.0,36,,0,6
2118,dear just giving 7 more days after that i will be loyal to you,-1.0,1,UnnatiMajeji,0,120
2119,manager says that i am not gonna take action against my staffif you want you can use airtel or swit httpstco10a8iydsfx,0.0,0,Airtel_Presence,0,104
2120,rt in gc 16 very poor connectivity too,-1.0,7,,0,22
2121,rt very poor connectivity from last 6 months in gaur city 1 6th avenue,-1.0,12,,0,48
2122,technician visited after testing he confirmed thr is an issue with 4g signals in our area let k httpstcop0zwzfw4p1,0.0,82,Airtel_Presence,0,134
2123,you told me 2 dm you guys so tht you can contact menow it has been 3 days edu00a0u00bdedu00b8u0082edu00a0u00bdedu00b8u0082 no response,-1.0,11,VodafoneIN,0,58
2124,hi my number is 9987671284,0.0,5,gyansc,0,17
